day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Temp_Humidity,Temp_Humidity_Ratio,Heat_Index,Fire_Risk,Fire_Risk_Label,Fire_Risk_Encoded
11,6,2012,-0.3182549792076179,0.1999543255505168,-0.5324458349102886,-0.3816569059723695,0.4649143673794224,-0.1763214939895843,0.1023628154572594,-0.1790749237782396,-0.0627176425709572,-0.193312341983496,,0.1448115601373594,-0.396473008393481,-0.3161904762615496,Moderate,1,1
12,6,2012,-1.6992542639835284,1.2812094267193754,1.2497075794588588,-0.3816569059723695,0.4299983730435343,-0.0712073970820364,0.2516246186252865,0.0138971670337877,0.0710935199753039,0.0087012722739129,,0.3838187275740986,-1.0788889052924264,-1.6466057780351375,Moderate,1,1
13,6,2012,-1.4230544070283464,1.4839447581885363,1.9625689452065176,0.2186190043919399,-1.9442892417968527,-0.6452920801924905,-0.6817872209043474,-1.0233278210808598,-0.7036026842398929,-0.9205613533101682,,0.8093040146592824,-1.0769593318933297,-1.2988708602800774,Low,0,0
14,6,2012,-0.5944548361628,1.0784740952502143,1.6061382623326883,-0.1315419433205739,-1.315801343750868,-0.815091775196991,-0.8751968813474248,-0.9027202643233428,-0.8655846178485249,-0.8936262047425136,,0.998408586697142,-0.8004366209304937,-0.4532109233060495,Low,0,0
15,6,2012,-1.1468545500731642,1.2136309828963217,0.5368462137111998,1.1690558624687633,-1.9861884349999184,-0.9444629713908962,-0.8836059970188629,-1.0474493324323633,-0.9641823165668229,-0.9340289275939956,,0.7357633477556704,-0.9519229756318736,-1.043323523460889,Low,0,0
16,6,2012,-0.8706546931179822,1.8218369773038048,-0.8888765177841181,-0.0314959582598557,-2.9149538843345404,-1.0495770682984442,-0.8794014391831437,-1.143935377838377,-1.0205238586915644,-0.9474965018778227,,1.6313836125460883,-1.0576419173023743,-0.6165706791893687,Low,0,0
17,6,2012,-0.5944548361628,1.8218369773038048,0.1804155308373703,-0.0815189507902148,-2.831155497928409,-1.0980912668711584,-0.8751968813474248,-1.143935377838377,-1.0627800152851206,-0.9474965018778227,,1.865137875203998,-1.0084703165253974,-0.3083447246925397,Low,0,0
18,6,2012,-0.3182549792076179,1.0784740952502143,-0.5324458349102886,-0.2315879283812922,-1.4624485199615975,-1.033405668774206,-0.8709923235117056,-0.9750847983778528,-1.0064384731603788,-0.9205613533101682,,1.2032718730714898,-0.7443305636336865,-0.1449849688092196,Low,0,0
19,6,2012,-0.3182549792076179,-0.4758301126800198,0.1804155308373703,-0.3316339134420104,0.1436872194892527,-0.8231774749591101,-0.7028100100829427,-0.5408975940507912,-0.8022003829581906,-0.758950461904241,,-0.6693886805812023,-0.01699203904053,-0.4478870204556491,Low,0,0
20,6,2012,-0.5944548361628,1.2136309828963217,0.1804155308373703,-0.181564935850933,-1.2599357528134472,-0.9121201723424198,-0.4694570502005342,-0.9268417756748462,-0.8162857684893761,-0.8936262047425136,,1.1559957300620247,-0.8425161639030992,-0.4268716144672291,Low,0,0
21,6,2012,-0.5944548361628,1.0784740952502143,-0.5324458349102886,-0.3816569059723695,0.220502407028206,-0.6776348792409669,-0.3748544988968551,-0.5167760826992878,-0.583876907224817,-0.651209867633623,,0.998408586697142,-0.8004366209304937,-0.4532109233060495,Low,0,0
22,6,2012,-0.3182549792076179,0.3351112131966241,0.5368462137111998,-0.3316339134420104,0.0878216285518311,-0.6210349809061333,-0.2087744643859518,-0.5650191054022946,-0.4923219012721119,-0.6377422933497957,,0.3076516082810718,-0.4587758541081447,-0.2898511674227293,Low,0,0
23,6,2012,-0.0420551222524358,-0.0027810059186441,0.8932768965850293,-0.3316339134420104,0.2484352024969169,-0.5240065837607045,-0.0363875931214698,-0.3479255032387637,-0.3655534314914433,-0.4357286790923868,,0.0633915360655033,-0.2248970654342124,-0.0474734850229491,Low,0,0
24,6,2012,-0.0420551222524358,0.2675327693735705,0.5368462137111998,-0.3816569059723695,0.5626791515199093,-0.2814355908971324,0.1338969992251524,0.2068692578458152,-0.1261018774612915,0.062571569409222,,0.3995774419105868,-0.3617892638827275,0.0052051326546904,Moderate,1,1
25,6,2012,-0.3182549792076179,0.1323758817274631,-0.1760151520364591,-0.3816569059723695,0.6185447424573299,-0.0388645980335602,0.3020793126539153,0.2309907691973187,0.1133496765688602,0.1837797379636674,,0.0633915360655033,-0.3638613625897118,-0.3293601306809597,Moderate,1,1
26,6,2012,-0.3182549792076179,0.1323758817274631,0.8932768965850293,-0.3816569059723695,0.6255279413245072,0.2522205934027264,0.4702616260826782,0.4722058827123531,0.3457585378334193,0.4800663722078671,,0.0633915360655033,-0.3638613625897118,-0.3293601306809597,Moderate,1,1
27,6,2012,0.5103445916579282,-0.6109870003261271,0.8932768965850293,-0.3816569059723695,0.7791583164024147,0.5594771843632512,0.6489553341007388,1.0752436664999387,0.6415516339883126,1.0726396406962668,,-0.4146227988079748,0.3238017347149658,0.4504515341960192,Severe,2,2
28,6,2012,-0.0420551222524358,-0.4758301126800198,-0.5324458349102886,-0.3816569059723695,0.786141515269592,0.8748194750858949,0.8213422053652207,0.6892994848758839,0.9162166518464278,0.924496323574167,,-0.5249337991633929,0.0625765513076694,-0.1396610659588192,Moderate,1,1
29,6,2012,-0.0420551222524358,-1.016457663264449,-0.8888765177841181,-0.2315879283812922,0.1436872194892527,0.3007347919754407,0.7351487697329799,-0.6132621281053015,0.5006977786764587,-0.4222611048085595,,-1.19730561085356,0.4959714263957346,-0.2450183013140995,Low,0,0
30,6,2012,0.2341447347027462,-0.8137223317952881,-0.5324458349102886,-0.3816569059723695,0.7582087198008821,0.6645912812707989,0.9117401988331808,0.5928134394698703,0.8176189531281302,0.7898205807358943,,-0.8138435619990115,0.4047214898049274,0.1027166164409598,Moderate,1,1
1,7,2012,-0.8706546931179822,0.4026896570196778,1.2497075794588588,0.1185730193312216,-1.2529525539462696,-0.9848914702014916,-0.8583786500045484,-0.8785987529718392,-0.9712250093324154,-0.8936262047425136,,0.0318741073925267,-0.6172668456379758,-0.893133421996978,Low,0,0
2,7,2012,-1.4230544070283464,0.8757387637810534,1.2497075794588588,0.2186190043919399,-1.5462469063677289,-0.9929771699636104,-0.864685486758127,-0.9509632870263496,-0.978267702098008,-0.907093779026341,,0.1710760840315066,-0.908160250940364,-1.4173977500547676,Low,0,0
3,7,2012,-0.0420551222524358,0.9433172076041072,1.6061382623326883,-0.0314959582598557,-1.0294901901965858,-0.9768057704393724,-0.8457649764973912,-0.8303557302688325,-0.9641823165668229,-0.8801586304586865,,1.2400422065232957,-0.6409773001921995,0.13690167684879,Low,0,0
4,7,2012,0.2341447347027462,1.0784740952502143,0.5368462137111998,-0.3816569059723695,0.1576536172236071,-0.815091775196991,-0.6502530371364543,-0.4926545713477843,-0.7740296118958199,-0.7185477390527593,,1.6129984458201854,-0.6321184490400719,0.4714669401844392,Low,0,0
5,7,2012,0.2341447347027462,0.2675327693735705,-0.5324458349102886,-0.3816569059723695,0.5626791515199093,-0.5725207823334189,-0.452638818857658,0.0138971670337877,-0.5345780578656681,-0.2875853619702868,,0.5729232996119581,-0.2954821052592279,0.3134310871515193,Low,0,0
6,7,2012,-0.0420551222524358,0.0647974379044095,-0.5324458349102886,-0.3816569059723695,0.6394943390588625,-0.3056926901834895,-0.2613314373324402,0.2068692578458152,-0.2951265038355163,-0.0317014505775688,,0.1474380125267742,-0.2607497840754902,-0.03430383060354,Moderate,1,1
7,7,2012,0.7865444486131103,0.1323758817274631,0.8932768965850293,-0.2816109209116513,0.1506704183564299,-0.4027210873289184,-0.189853954125216,-0.4685330599962809,-0.3232972748978872,-0.5165341247953503,,0.7357633477556704,-0.0903443332677762,0.9035436873063578,Low,0,0
8,7,2012,0.2341447347027462,0.4026896570196778,1.2497075794588588,-0.3816569059723695,0.5417295549183757,-0.1763214939895843,0.0077602641535803,0.303355303251829,-0.090888413633328,0.1299094408283583,,0.7462691573133292,-0.3598390533349775,0.3397703959903396,Moderate,1,1
9,7,2012,-0.0420551222524358,0.4026896570196778,-0.5324458349102886,0.3186649894526581,-0.78507822984537,-0.5644350825712998,-0.8457649764973912,-0.8785987529718392,-0.654303834880744,-0.8666910561748592,,0.5676703948331286,-0.4241960014107271,0.0315444414935107,Low,0,0
10,7,2012,0.2341447347027462,0.4702681008427314,-0.8888765177841181,-0.0314959582598557,-0.78507822984537,-0.701891978527324,-0.8436626975795316,-0.8785987529718392,-0.7669869191302271,-0.8801586304586865,,0.8329420861640149,-0.390618463284249,0.3529400504097488,Low,0,0
11,7,2012,0.2341447347027462,0.9433172076041072,-0.5324458349102886,-0.3816569059723695,0.2274856058953832,-0.5320922835228236,-0.6460484793007353,-0.5167760826992878,-0.6050049855215951,-0.651209867633623,,1.439652588118814,-0.5833947677033706,0.4451276313456189,Low,0,0
12,7,2012,-0.3182549792076179,0.8757387637810534,-0.8888765177841181,-0.3316339134420104,-0.1915063261352732,-0.5482636830470616,-0.4568433766933771,-0.7821127075658255,-0.5275353651000755,-0.8262883333233774,,0.9590118008559212,-0.6747590525856454,-0.18449393206745,Low,0,0
13,7,2012,0.5103445916579282,1.2812094267193754,-0.1760151520364591,-0.3816569059723695,0.2763679979656267,-0.4027210873289184,-0.2571268794967211,-0.420290037293274,-0.351468045960258,-0.4895989762276958,,2.085759875914834,-0.6466644638947997,0.8192018579394986,Low,0,0
14,7,2012,0.5103445916579282,-0.0703594497416978,-0.8888765177841181,-0.0815189507902148,-0.2753047125414037,-0.5563493828091808,-0.5577527647506348,-0.8062342189173289,-0.583876907224817,-0.8397559076072046,,0.2997722511128277,-0.044384504570238,0.5558087695512994,Low,0,0
15,7,2012,-0.5944548361628,1.2136309828963217,1.2497075794588588,-0.181564935850933,-1.1970869630088483,-0.7665775766242765,-0.6817872209043474,-0.8785987529718392,-0.7599442263646344,-0.8801586304586865,,1.1559957300620247,-0.8425161639030992,-0.4268716144672291,Low,0,0
16,7,2012,-1.1468545500731642,0.9433172076041072,1.9625689452065176,-0.3816569059723695,-0.3660862978147134,-0.6210349809061333,-0.5030935128862869,-0.9750847983778528,-0.5909195999904097,-0.8936262047425136,,0.4416006801412223,-0.8713074301475137,-1.0960021411385286,Low,0,0
17,7,2012,-0.8706546931179822,0.5378465446657851,-0.5324458349102886,-0.3816569059723695,0.3461999866374028,-0.4269781866152755,-0.3222975259503667,-0.372047014590267,-0.3937242025538142,-0.4626638276600412,,0.1842083459785801,-0.6705911740435967,-0.8667941131581587,Low,0,0
18,7,2012,-0.3182549792076179,0.4026896570196778,-0.5324458349102886,-0.3816569059723695,0.5277631571840212,-0.2086642930380607,-0.1330924233430085,-0.0343458556692191,-0.1754007268204405,-0.1394420448481869,,0.3890716323529279,-0.4885529494864767,-0.2766815130033191,Moderate,1,1
19,7,2012,0.7865444486131103,-0.2055163373878051,0.5368462137111998,-0.3816569059723695,0.7163095265978159,-0.2167499928001797,0.0708286316893663,0.7134209962273874,0.1063069838032674,0.520469095059349,,0.2761341796080952,0.1124754977972183,0.8376954152093081,Moderate,1,1
20,7,2012,0.2341447347027462,0.1999543255505168,-0.1760151520364591,-0.3316339134420104,0.2484352024969169,-0.1924928935138224,0.2663405710503033,-0.4685330599962809,-0.0134187932118083,-0.4087935305247322,,0.4862503707612724,-0.2618184708811437,0.3002614327321092,Low,0,0
21,7,2012,0.2341447347027462,0.5378465446657851,0.5368462137111998,-0.3816569059723695,0.5277631571840212,0.3088204917375599,0.4639547893290996,0.1103832124398015,0.4021000799581607,0.2376500350989765,,0.9196150150147004,-0.4205184615206843,0.366109704829159,Moderate,1,1
22,7,2012,-1.1468545500731642,1.146052539073268,0.8932768965850293,-0.3316339134420104,-0.3102207068772918,0.1390207967330592,0.6405462184293008,-0.7097481735113153,0.3528012305990119,-0.5704044219306594,,0.6622226808520584,-0.9325344267179136,-1.0564931778802982,Low,0,0
23,7,2012,-1.4230544070283464,0.2675327693735705,2.318999628080347,-0.181564935850933,-0.6733470479705277,-0.3380354892319658,0.4597502314933805,-0.7097481735113153,-0.090888413633328,-0.6646774419174503,,-0.4671518465962692,-0.6933250570002252,-1.535924639829457,Low,0,0
24,7,2012,-1.1468545500731642,1.0784740952502143,0.1804155308373703,-0.3316339134420104,-0.5476494683613309,-0.4108067870910374,0.6363416605935817,-0.8062342189173289,-0.140187262992477,-0.7724180361880684,,0.5886820139484463,-0.9126487355241084,-1.0696628322997084,Low,0,0
25,7,2012,-0.3182549792076179,0.1999543255505168,0.8932768965850293,-0.3816569059723695,0.4509479696450669,-0.1763214939895843,0.8255467632009399,0.0138971670337877,0.1274350621000455,0.0356364208415674,,0.1448115601373594,-0.396473008393481,-0.3161904762615496,Moderate,1,1
26,7,2012,1.0627443055682924,-0.6109870003261271,1.2497075794588588,-0.3816569059723695,0.7931247141367702,0.195620695067893,1.0336723760690338,1.2682157573119663,0.5077404714420513,1.1130423635477489,,-0.136218845530015,0.4889440920414175,1.066903443189678,Severe,2,2
27,7,2012,1.0627443055682924,-0.9488792194413954,-0.8888765177841181,-0.3816569059723695,0.8699399016757234,0.6079913829359654,1.241797988937128,0.9546361097424216,0.8950885735496497,1.1130423635477489,,-0.6089802756246638,0.7985860120285146,1.0010551710926283,Severe,2,2
28,7,2012,0.2341447347027462,0.9433172076041072,-0.1760151520364591,-0.3816569059723695,0.6045783447229746,0.785876777702585,1.4373099282980648,0.2068692578458152,1.0852412782206526,0.5743393921946581,,1.439652588118814,-0.5833947677033706,0.4451276313456189,Moderate,1,1
29,7,2012,-0.0420551222524358,0.7405818761349461,-0.1760151520364591,-0.3816569059723695,0.6115615435901518,0.9718478722313236,1.630719588741142,0.2068692578458152,1.289479368422841,0.6551448378976217,,0.987902777139483,-0.5652523259603153,0.0973927135905605,Moderate,1,1
30,7,2012,-0.3182549792076179,1.146052539073268,-0.1760151520364591,-0.3816569059723695,0.5277631571840212,1.117390467949467,1.8199246913485,-0.0102243443177155,1.4585039947970655,0.4935339464916943,,1.284691897143346,-0.7663468645982565,-0.1318153143898094,Moderate,1,1
31,7,2012,0.7865444486131103,0.1323758817274631,0.5368462137111998,-0.3816569059723695,0.653460736793218,1.3923042598615152,2.023845746380875,0.4963273940638564,1.7261263198895884,1.1669126606830575,,0.7357633477556704,-0.0903443332677762,0.9035436873063578,Severe,2,2
1,8,2012,1.0627443055682924,-1.1516145509105564,-0.5324458349102886,-0.3816569059723695,0.0668720319502984,-0.798920375672753,-0.8247421873187959,-0.6615051508083083,-0.8444565395517469,-0.8262883333233774,,-0.892637133681453,1.0173996354860633,0.9615462078343978,Low,0,0
2,8,2012,0.7865444486131103,-0.4758301126800198,-1.2453072006579475,-0.181564935850933,0.0110064410128777,-0.7180633780515623,-0.8289467451545149,-0.7338696848628186,-0.7881149974270053,-0.8397559076072046,,-0.0915691549099649,0.3012823223522679,0.7850167975316684,Low,0,0
3,8,2012,0.7865444486131103,0.0647974379044095,-0.5324458349102886,-0.2315879283812922,-0.0867583431276091,-0.7261490778136811,-0.8289467451545149,-0.7338696848628186,-0.7881149974270053,-0.8397559076072046,,0.6438375141261553,-0.0523558569730628,0.8903740328869477,Low,0,0
4,8,2012,0.5103445916579282,0.4702681008427314,-0.8888765177841181,-0.3816569059723695,0.4998303617153104,-0.5240065837607045,-0.6229234112042804,-0.1790749237782396,-0.5979622927560024,-0.4222611048085595,,1.0141673010336305,-0.3271942246009016,0.6611660049065787,Low,0,0
5,8,2012,0.5103445916579282,0.1999543255505168,-0.8888765177841181,-0.3816569059723695,0.6255279413245072,-0.2895212906592514,-0.4147977983361863,0.1103832124398015,-0.3655534314914433,-0.1259744705643597,,0.6569697760732289,-0.1944912021249746,0.6084873872289391,Moderate,1,1
6,8,2012,-0.0420551222524358,0.8757387637810534,-0.5324458349102886,-0.3816569059723695,0.5975951458557973,-0.135892995178989,-0.2171835800573899,0.1103832124398015,-0.1754007268204405,-0.0317014505775688,,1.1559957300620247,-0.6164087529969656,0.1237320224293798,Moderate,1,1
7,8,2012,-0.0420551222524358,0.4702681008427314,0.1804155308373703,-0.3816569059723695,0.6045783447229746,0.0662494988739877,-0.017467082860734,0.1827477464943118,0.0358800561473404,0.1299094408283583,,0.6517168712943995,-0.4540427019675964,0.0447140959129199,Moderate,1,1
8,8,2012,-0.0420551222524358,-0.1379378935647514,0.8932768965850293,-0.2315879283812922,-0.051842348791721,-0.2733498911350132,-0.0511035455464866,-0.6132621281053015,-0.1824434195860332,-0.597339570498314,,-0.1047014168570384,-0.149606356287529,-0.0738127938617694,Low,0,0
9,8,2012,0.7865444486131103,-0.2055163373878051,0.5368462137111998,-0.3816569059723695,0.6674271345275734,0.0096496005391543,0.1591243462394669,0.52044890541536,0.0851789055064892,0.3857933522210764,,0.2761341796080952,0.1124754977972183,0.8376954152093081,Moderate,1,1
10,8,2012,0.7865444486131103,-0.4758301126800198,-0.5324458349102886,-0.3816569059723695,0.7721751175352376,0.3169061914996791,0.3693522380254205,0.6410564621728772,0.3668866161301972,0.6147421150461398,,-0.0915691549099649,0.3012823223522679,0.7850167975316684,Moderate,1,1
11,8,2012,0.7865444486131103,0.0647974379044095,-0.8888765177841181,-0.3816569059723695,0.7721751175352376,0.5675628841253701,0.5795801298113742,0.5686919281183667,0.6204235556915345,0.6820799864652761,,0.6438375141261553,-0.0523558569730628,0.8903740328869477,Moderate,1,1
12,8,2012,0.7865444486131103,-0.7461438879722344,-0.8888765177841181,-0.2315879283812922,0.2414520036297386,0.0743351986361068,0.5396368303720428,-0.5408975940507912,0.2823743029430849,-0.3818583819570776,,-0.459272489428025,0.5197059037002665,0.7323381798540278,Low,0,0
13,8,2012,0.7865444486131103,0.0647974379044095,-0.1760151520364591,-0.3816569059723695,0.6394943390588625,0.3492489905481553,0.7498647221579964,0.2792337919003256,0.5429539352700147,0.426196075072558,,0.6438375141261553,-0.0523558569730628,0.8903740328869477,Moderate,1,1
14,8,2012,0.2341447347027462,0.2675327693735705,-0.5324458349102886,-0.3816569059723695,0.6394943390588625,0.5675628841253701,0.951683498272512,0.2309907691973187,0.7401493327066103,0.4800663722078671,,0.5729232996119581,-0.2954821052592279,0.3134310871515193,Moderate,1,1
15,8,2012,1.0627443055682924,-0.4758301126800198,-0.8888765177841181,-0.2315879283812922,0.318267191168693,0.0743351986361068,0.9054333620796022,-0.2514394578327499,0.37392930889579,-0.0990393219967051,,0.0528857265078444,0.3808509127004674,1.0932427520284984,Moderate,1,1
16,8,2012,1.0627443055682924,-0.0703594497416978,0.8932768965850293,-0.2315879283812922,0.1646368160907854,-0.241007092086537,0.861285504804552,-0.4685330599962809,0.0640508272097113,-0.3818583819570776,,0.6201994426214229,0.0990998386806135,1.1722606785449583,Low,0,0
17,8,2012,1.3389441625234746,-0.6785654441491807,0.8932768965850293,-0.3816569059723695,0.8001079130039475,0.1066779976845831,1.0778202333440845,1.195851223257456,0.4373135437861242,1.0187693435609575,,-0.0941956072993796,0.6302678401380928,1.3619597432670978,Moderate,1,1
18,8,2012,1.0627443055682924,-0.5434085565030734,0.8932768965850293,-0.3816569059723695,0.8070911118711256,0.430105988169346,1.292252682965757,1.195851223257456,0.7612774110033885,1.2207829578183669,,-0.0416665595110853,0.4338966395992669,1.0800730976090882,Severe,2,2
19,8,2012,0.7865444486131103,-0.0027810059186441,1.2497075794588588,-0.3816569059723695,0.8070911118711256,0.6888483805571562,1.5024805747517105,1.195851223257456,1.0288997360959111,1.3689262749404665,,0.5519116804966403,-0.0131419459591651,0.8772043784675385,Severe,2,2
20,8,2012,0.7865444486131103,0.4026896570196778,1.2497075794588588,-0.3816569059723695,0.7302759243321714,0.9071622741343712,1.7064016297840852,0.9787576210939252,1.268351290126063,1.3150559778051576,,1.1034666822737305,-0.2311251571834786,0.9562223049839984,Severe,2,2
21,8,2012,1.0627443055682924,-0.2730947812108588,1.2497075794588588,-0.3816569059723695,0.751225520933704,1.206333165332777,1.9271409161593365,1.0752436664999387,1.5571016935153632,1.5305371663463936,,0.3365425845646336,0.2326887099831306,1.1327517152867288,Severe,2,2
22,8,2012,1.0627443055682924,-0.4758301126800198,0.8932768965850293,-0.3816569059723695,0.786141515269592,1.5216754560554204,2.141573365781009,1.244094245960463,1.8599374824358497,1.799888652022939,,0.0528857265078444,0.3808509127004674,1.0932427520284984,Severe,2,2
23,8,2012,1.0627443055682924,-0.6109870003261271,0.1804155308373703,-0.3816569059723695,0.8140743107383028,1.8531891463023025,2.356005815402682,1.3647018027179805,2.1698159641219283,2.0557725634156574,,-0.136218845530015,0.4889440920414175,1.066903443189678,Severe,2,2
24,8,2012,0.5103445916579282,0.1323758817274631,-0.5324458349102886,-0.3816569059723695,0.7721751175352376,2.0876744394037554,2.5620291493529166,1.027000643796932,2.40926751815208,1.8672265234420755,,0.5676703948331286,-0.1587235905982601,0.5953177328095289,Severe,2,2
25,8,2012,0.7865444486131103,-0.1379378935647514,-0.1760151520364591,-0.3816569059723695,0.7721751175352376,2.362588231315804,2.7722570411388703,0.8340285529849044,2.6768898432446027,1.786421077739112,,0.3680600132376103,0.0692072671700197,0.8508650696287182,Severe,2,2
26,8,2012,-0.3182549792076179,1.0784740952502143,0.8932768965850293,-0.3816569059723695,0.5556959526527311,2.5000451272718283,2.967768980499806,-0.0102243443177155,2.845914469618828,0.8975611750065123,,1.2032718730714898,-0.7443305636336865,-0.1449849688092196,Moderate,1,1
27,8,2012,0.2341447347027462,1.348787870542429,1.9625689452065176,-0.3816569059723695,0.4928471628481332,2.613244923941495,3.169587756614322,-0.0825888783722258,3.0008537104618664,0.830223303587376,,1.959690161222928,-0.7224355168837128,0.5241455578620788,Moderate,1,1
28,8,2012,0.5103445916579282,0.1323758817274631,0.1804155308373703,-0.3816569059723695,0.8070911118711256,2.8719873163293057,3.384020206235995,0.6169349508213736,3.254390650023204,1.7325507806038023,,0.5676703948331286,-0.1587235905982601,0.5953177328095289,Severe,2,2
29,8,2012,0.7865444486131103,-0.9488792194413954,0.8932768965850293,-0.3816569059723695,0.8559735039413681,3.1954153068140685,3.5942480980219487,1.871253541099552,3.571311824474876,3.1197109318380107,,-0.7350499903165701,0.7074136689212025,0.6928292165957983,Severe,2,2
30,8,2012,0.7865444486131103,0.5378465446657851,0.5368462137111998,0.0185270342705034,-0.3591030989475353,0.8505623757995376,2.7533365308781343,-0.7338696848628186,1.4585039947970655,-0.3818583819570776,,1.2873183495327605,-0.2954821052592279,0.9825616138228178,Low,0,0
31,8,2012,-1.1468545500731642,1.2136309828963217,1.9625689452065176,8.022205839127963,-1.7697092701174124,-0.4835780849501091,-0.856276371086689,-0.9992063097293564,-0.5909195999904097,-0.907093779026341,,0.7357633477556704,-0.9519229756318736,-1.043323523460889,Low,0,0
1,9,2012,-1.9754541209387104,0.9433172076041072,0.5368462137111998,3.219998556213488,-2.223617196483957,-1.0819198673469204,-0.8815037181010034,-1.09569235513537,-1.048694629753935,-0.9340289275939956,,-0.1572304646453327,-1.044055027613999,-2.020680004629017,Low,0,0
2,9,2012,-2.8040536918042567,1.6191016458346437,-0.1760151520364591,4.670665339593902,-3.3060130208964864,-1.1304340659196348,-0.892015112690301,-1.143935377838377,-1.097993479113084,-0.9474965018778227,,-0.1782420837606505,-1.3641067779588834,-2.8136613239254054,Low,0,0
3,9,2012,-1.9754541209387104,1.0784740952502143,-0.1760151520364591,1.519216810181277,-2.4610459579679955,-1.0900055671090394,-0.8815037181010034,-1.1198138664868738,-1.055737322519528,-0.9474965018778227,,-0.025907845174597,-1.0809669074145305,-1.994340695790197,Low,0,0
4,9,2012,-0.8706546931179822,0.7405818761349461,0.5368462137111998,-0.3316339134420104,-0.6593806502361723,-1.033405668774206,-0.7091168468365214,-0.8062342189173289,-0.9712250093324154,-0.8801586304586865,,0.4127097038576604,-0.74509913976104,-0.8272851498999282,Low,0,0
5,9,2012,-0.8706546931179822,0.8757387637810534,0.1804155308373703,-0.3816569059723695,0.2065360092938506,-0.9121201723424198,-0.5346276966541799,-0.4685330599962809,-0.8162857684893761,-0.7185477390527593,,0.5650439424437139,-0.7914596517630046,-0.8009458410611089,Low,0,0
6,9,2012,-0.8706546931179822,0.8081603199579998,1.2497075794588588,-0.3316339134420104,-0.1426239340650298,-0.8959487728181817,-0.3622408253896979,-0.6373836394568049,-0.7810723046614126,-0.8262883333233774,,0.4888768231506871,-0.7685926424647382,-0.814115495480518,Low,0,0
7,9,2012,-0.3182549792076179,0.6054249884888387,0.5368462137111998,-0.2315879283812922,-0.5755822638300417,-0.928291571866658,-0.4063886826647481,-0.7821127075658255,-0.8162857684893761,-0.8666910561748592,,0.6333317045684965,-0.5728514871068248,-0.2371725497450896,Low,0,0
