day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Temp_Humidity,Temp_Humidity_Ratio,Heat_Index,Fire_Risk,Fire_Risk_Label,Fire_Risk_Encoded
11,6,2012,-0.3182549792076171,0.1999543255505167,-0.5324458349102886,-0.3816569059723695,0.4649143673794212,-0.1763214939895841,0.1023628154572592,-0.1790749237782394,-0.0627176425709566,-0.1933123419834956,,0.5241202443192928,0.0412599448070333,-0.3184013434943556,Moderate,1,1
12,6,2012,-1.6992542639835275,1.2812094267193757,1.2497075794588592,-0.3816569059723695,0.4299983730435331,-0.0712073970820362,0.2516246186252864,0.0138971670337878,0.0710935199753037,0.0087012722739129,,-1.360495961979794,0.0495904776421365,-1.6906532961646568,Moderate,1,1
13,6,2012,-1.4230544070283455,1.4839447581885366,1.962568945206518,0.2186190043919391,-1.9442892417968536,-0.6452920801924903,-0.6817872209043475,-1.0233278210808598,-0.7036026842398928,-0.920561353310168,,-1.3022074505656371,0.0611224078765806,-1.3977984641533774,Low,0,0
14,6,2012,-0.5944548361627993,1.0784740952502143,1.6061382623326887,-0.1315419433205739,-1.315801343750869,-0.8150917751969908,-0.8751968813474249,-0.9027202643233428,-0.8655846178485248,-0.8936262047425135,,0.0091813150459316,0.0739241033071125,-0.5637608426612027,Low,0,0
15,6,2012,-1.1468545500731635,1.213630982896322,0.5368462137112,1.1690558624687633,-1.98618843499992,-0.944462971390896,-0.883605997018863,-1.0474493324323633,-0.9641823165668229,-0.9340289275939956,,-0.6602803894922217,0.061561595298162,-1.1257228402615391,Low,0,0
16,6,2012,-0.8706546931179814,1.821836977303805,-0.8888765177841181,-0.0314959582598557,-2.9149538843345417,-1.049577068298444,-0.8794014391831438,-1.143935377838377,-1.0205238586915644,-0.9474965018778226,,-0.8335705585613361,0.0762253463064575,-0.8150572584336165,Low,0,0
17,6,2012,-0.5944548361627993,1.821836977303805,0.1804155308373701,-0.0815189507902148,-2.8311554979284104,-1.0980912668711582,-0.8751968813474249,-1.143935377838377,-1.0627800152851206,-0.9474965018778226,,-0.3848654607068814,0.0809849304939028,-0.5311078013306633,Low,0,0
18,6,2012,-0.3182549792076171,1.0784740952502143,-0.5324458349102886,-0.2315879283812922,-1.4624485199615986,-1.0334056687742057,-0.8709923235117057,-0.9750847983778528,-1.0064384731603788,-0.920561353310168,,0.2748015821012782,0.081964339514424,-0.279811385558266,Low,0,0
19,6,2012,-0.3182549792076171,-0.4758301126800197,0.1804155308373701,-0.3316339134420104,0.1436872194892515,-0.8231774749591099,-0.7028100100829429,-0.5408975940507911,-0.8022003829581905,-0.7589504619042409,,0.7159038306408424,0.1122268299732704,-0.3480859265221191,Low,0,0
20,6,2012,-0.5944548361627993,1.213630982896322,0.1804155308373701,-0.181564935850933,-1.2599357528134485,-0.9121201723424196,-0.4694570502005343,-0.9268417756748462,-0.816285768489376,-0.8936262047425135,,-0.0624635532727618,0.0758512543320548,-0.5578239260556493,Low,0,0
21,6,2012,-0.5944548361627993,1.0784740952502143,-0.5324458349102886,-0.3816569059723695,0.2205024070282048,-0.6776348792409667,-0.3748544988968552,-0.5167760826992877,-0.5838769072248169,-0.6512098676336229,,0.0091813150459316,0.0739241033071125,-0.5637608426612027,Low,0,0
22,6,2012,-0.3182549792076171,0.335111213196624,0.5368462137112,-0.3316339134420104,0.0878216285518299,-0.6210349809061331,-0.2087744643859518,-0.5650191054022945,-0.4923219012721117,-0.6377422933497956,,0.4857635270549829,0.061413362320632,-0.3124644268888039,Low,0,0
23,6,2012,-0.0420551222524349,-0.0027810059186439,0.8932768965850295,-0.3316339134420104,0.2484352024969157,-0.5240065837607043,-0.0363875931214698,-0.3479255032387636,-0.3655534314914431,-0.4357286790923866,,0.5809703788360379,0.565986559194623,-0.0433572612997415,Moderate,1,1
24,6,2012,-0.0420551222524349,0.2675327693735704,0.5368462137112,-0.3816569059723695,0.5626791515199082,-0.2814355908971322,0.1338969992251522,0.2068692578458154,-0.1261018774612913,0.062571569409222,,0.5708332464161846,0.0862936974722072,-0.0314834280886364,Moderate,1,1
25,6,2012,-0.3182549792076171,0.132375881727463,-0.1760151520364588,-0.3816569059723695,0.6185447424573288,-0.03886459803356,0.3020793126539152,0.2309907691973189,0.11334967656886,0.1837797379636674,,0.5432986029514478,0.0157506295718586,-0.3213698017971331,Moderate,1,1
26,6,2012,-0.3182549792076171,0.132375881727463,0.8932768965850295,-0.3816569059723695,0.6255279413245061,0.2522205934027265,0.4702616260826781,0.4722058827123533,0.3457585378334193,0.4800663722078671,,0.5432986029514478,0.0157506295718586,-0.3213698017971331,Moderate,1,1
27,6,2012,0.510344591657929,-0.6109870003261272,0.8932768965850295,-0.3816569059723695,0.7791583164024136,0.5594771843632514,0.6489553341007387,1.0752436664999392,0.6415516339883127,1.072639640696267,,0.3028156845318187,0.0650055527212144,0.497825528181159,Severe,2,2
28,6,2012,-0.0420551222524349,-0.4758301126800197,-0.5324458349102886,-0.3816569059723695,0.7861415152695909,0.8748194750858951,0.8213422053652206,0.6892994848758842,0.916216651846428,0.9244963235741672,,0.5987103605707811,0.0940035476752259,-0.0641364694191758,Severe,2,2
29,6,2012,-0.0420551222524349,-1.0164576632644493,-0.8888765177841181,-0.2315879283812922,0.1436872194892515,0.3007347919754408,0.7351487697329798,-0.6132621281053013,0.5006977786764588,-0.4222611048085594,,0.6189846254104877,0.0925277360308426,-0.0878841358413844,Moderate,1,1
30,6,2012,0.2341447347027467,-0.8137223317952882,-0.5324458349102886,-0.3816569059723695,0.758208719800881,0.6645912812707991,0.9117401988331808,0.5928134394698706,0.8176189531281303,0.7898205807358945,,0.4109679283895785,0.0821951596926244,0.204970696169893,Moderate,1,1
1,7,2012,-0.8706546931179814,0.4026896570196777,1.2497075794588592,0.1185730193312208,-1.2529525539462707,-0.9848914702014914,-0.8583786500045485,-0.8785987529718392,-0.9712250093324152,-0.8936262047425135,,0.2682261448559678,0.0233505733511779,-0.8773948827919179,Low,0,0
2,7,2012,-1.4230544070283455,0.8757387637810535,1.2497075794588592,0.2186190043919391,-1.54624690636773,-0.9929771699636102,-0.8646854867581271,-0.9509632870263496,-0.9782677020980078,-0.9070937790263408,,-0.5304155038973433,0.0402133257125956,-1.4245145888783637,Low,0,0
3,7,2012,-0.0420551222524349,0.9433172076041072,1.6061382623326887,-0.0314959582598557,-1.029490190196587,-0.9768057704393722,-0.8457649764973914,-0.8303557302688325,-0.9641823165668229,-0.8801586304586864,,0.5454904153665514,0.0898291696252317,-0.0017988450608745,Low,0,0
4,7,2012,0.2341447347027467,1.0784740952502143,0.5368462137112,-0.3816569059723695,0.1576536172236059,-0.8150917751969908,-0.6502530371364544,-0.4926545713477842,-0.7740296118958198,-0.7185477390527591,,0.8060421162119706,0.0980448119290471,0.2880875286476271,Low,0,0
5,7,2012,0.2341447347027467,0.2675327693735704,-0.5324458349102886,-0.3816569059723695,0.5626791515199082,-0.5725207823334186,-0.4526388188576581,0.0138971670337878,-0.534578057865668,-0.2875853619702866,,0.6367246071452313,0.1187053773183132,0.2524660290143135,Moderate,1,1
6,7,2012,-0.0420551222524349,0.0647974379044093,-0.5324458349102886,-0.3816569059723695,0.6394943390588614,-0.3056926901834893,-0.2613314373324403,0.2068692578458154,-0.2951265038355161,-0.0317014505775684,,0.5784360957310746,0.0708529401206288,-0.0403888029969656,Moderate,1,1
7,7,2012,0.7865444486131111,0.132375881727463,0.8932768965850295,-0.2816109209116513,0.1506704183564287,-0.4027210873289182,-0.189853954125216,-0.4685330599962808,-0.323297274897887,-0.5165341247953502,,0.6737114416501014,0.2777677389160105,0.8144280266146434,Moderate,1,1
8,7,2012,0.2341447347027467,0.4026896570196777,1.2497075794588592,-0.3816569059723695,0.5417295549183746,-0.1763214939895841,0.0077602641535801,0.3033553032518292,-0.0908884136333274,0.1299094408283583,,0.6649441919896878,0.1094832695167968,0.2584029456198652,Moderate,1,1
9,7,2012,-0.0420551222524349,0.4026896570196777,-0.5324458349102886,0.3186649894526574,-0.7850782298453711,-0.5644350825712996,-0.8457649764973914,-0.8785987529718392,-0.6543038348807438,-0.8666910561748591,,0.565764680206258,0.0879500954753922,-0.0255465114830847,Low,0,0
10,7,2012,0.2341447347027467,0.4702681008427313,-0.8888765177841181,-0.0314959582598557,-0.7850782298453711,-0.7018919785273238,-0.8436626975795317,-0.8785987529718392,-0.766986919130227,-0.8801586304586864,,0.679053984411916,0.106860067948181,0.2613714039226411,Low,0,0
11,7,2012,0.2341447347027467,0.9433172076041072,-0.5324458349102886,-0.3816569059723695,0.227485605895382,-0.5320922835228233,-0.6460484793007354,-0.5167760826992877,-0.605004985521595,-0.6512098676336229,,0.7778225313675141,0.0990213972230955,0.2821506120420754,Low,0,0
12,7,2012,-0.3182549792076171,0.8757387637810535,-0.8888765177841181,-0.3316339134420104,-0.1915063261352743,-0.5482636830470614,-0.4568433766933772,-0.7821127075658255,-0.5275353651000754,-0.8262883333233773,,0.332336657997743,0.0798195956547411,-0.2887167604665936,Low,0,0
13,7,2012,0.510344591657929,1.2812094267193757,-0.1760151520364588,-0.3816569059723695,0.2763679979656255,-0.4027210873289182,-0.2571268794967212,-0.4202900372932739,-0.3514680459602578,-0.4895989762276957,,1.163923987115577,0.1037342345545812,0.580942360658893,Moderate,1,1
14,7,2012,0.510344591657929,-0.0703594497416976,-0.8888765177841181,-0.0815189507902148,-0.2753047125414049,-0.5563493828091806,-0.557752764750635,-0.8062342189173289,-0.5838769072248169,-0.8397559076072045,,0.5488466281271783,-0.136488560442333,0.5215731946033692,Low,0,0
15,7,2012,-0.5944548361627993,1.213630982896322,1.2497075794588592,-0.181564935850933,-1.1970869630088494,-0.7665775766242763,-0.6817872209043475,-0.8785987529718392,-0.7599442263646343,-0.8801586304586864,,-0.0624635532727618,0.0758512543320548,-0.5578239260556493,Low,0,0
16,7,2012,-1.1468545500731635,0.9433172076041072,1.962568945206518,-0.3816569059723695,-0.3660862978147146,-0.6210349809061331,-0.503093512886287,-0.9750847983778528,-0.5909195999904095,-0.8936262047425135,,-0.3838380486373018,0.0530602592337765,-1.1375966734726444,Low,0,0
17,7,2012,-0.8706546931179814,0.5378465446657852,-0.5324458349102886,-0.3816569059723695,0.3461999866374016,-0.4269781866152753,-0.3222975259503668,-0.3720470145902669,-0.393724202553814,-0.4626638276600411,,0.1632931254828911,0.0404078756425079,-0.8714579661863645,Moderate,1,1
18,7,2012,-0.3182549792076171,0.4026896570196777,-0.5324458349102886,-0.3816569059723695,0.5277631571840201,-0.2086642930380605,-0.1330924233430085,-0.0343458556692189,-0.1754007268204403,-0.1394420448481865,,0.4665851684228279,0.0664169214339874,-0.309495968586028,Moderate,1,1
19,7,2012,0.7865444486131111,-0.2055163373878049,0.5368462137112,-0.3816569059723695,0.7163095265978148,-0.2167499928001795,0.0708286316893661,0.7134209962273877,0.1063069838032672,0.5204690950593491,,0.4367217242670438,-0.0289234648494717,0.7995857351007625,Moderate,1,1
20,7,2012,0.2341447347027467,0.1999543255505167,-0.1760151520364588,-0.3316339134420104,0.2484352024969157,-0.1924928935138222,0.2663405710503032,-0.4685330599962808,-0.0134187932118077,-0.4087935305247321,,0.622614814723003,0.1279916166066274,0.2494975707115376,Moderate,1,1
21,7,2012,0.2341447347027467,0.5378465446657852,0.5368462137112,-0.3816569059723695,0.5277631571840201,0.30882049173756,0.4639547893290995,0.1103832124398017,0.4021000799581607,0.2376500350989765,,0.6931637768341444,0.1048960576734366,0.2643398622254186,Moderate,1,1
22,7,2012,-1.1468545500731635,1.1460525390732683,0.8932768965850295,-0.3316339134420104,-0.310220706877293,0.1390207967330594,0.6405462184293007,-0.7097481735113151,0.352801230599012,-0.5704044219306593,,-0.5911698042784916,0.0598122303424233,-1.1286912985643152,Low,0,0
23,7,2012,-1.4230544070283455,0.2675327693735704,2.3189996280803475,-0.181564935850933,-0.6733470479705288,-0.3380354892319656,0.4597502314933804,-0.7097481735113151,-0.0908884136333274,-0.6646774419174502,,0.2413764427709508,-0.0757647017583232,-1.4512307136033495,Low,0,0
24,7,2012,-1.1468545500731635,1.0784740952502143,0.1804155308373701,-0.3316339134420104,-0.547649468361332,-0.4108067870910372,0.6363416605935815,-0.8062342189173289,-0.1401872629924768,-0.7724180361880683,,-0.5220592190647614,0.0578436308924895,-1.1316597568670927,Low,0,0
25,7,2012,-0.3182549792076171,0.1999543255505167,0.8932768965850295,-0.3816569059723695,0.4509479696450657,-0.1763214939895841,0.8255467632009398,0.0138971670337878,0.1274350621000455,0.0356364208415674,,0.5241202443192928,0.0412599448070333,-0.3184013434943556,Moderate,1,1
26,7,2012,1.062744305568293,-0.6109870003261272,1.2497075794588592,-0.3816569059723695,0.7931247141367691,0.1956206950678932,1.0336723760690338,1.2682157573119668,0.5077404714420514,1.113042363547749,,0.0018524422829295,0.0366213597198908,1.0657244423870489,Severe,2,2
27,7,2012,1.062744305568293,-0.9488792194413956,-0.8888765177841181,-0.3816569059723695,0.8699399016757223,0.6079913829359657,1.241797988937128,0.954636109742422,0.8950885735496498,1.113042363547749,,-0.3183576527360867,0.0560668612265127,1.0508821508731678,Severe,2,2
28,7,2012,0.2341447347027467,0.9433172076041072,-0.1760151520364588,-0.3816569059723695,0.6045783447229734,0.7858767777025852,1.4373099282980648,0.2068692578458154,1.0852412782206526,0.5743393921946582,,0.7778225313675141,0.0990213972230955,0.2821506120420754,Moderate,1,1
29,7,2012,-0.0420551222524349,0.7405818761349462,-0.1760151520364588,-0.3816569059723695,0.6115615435901507,0.971847872231324,1.630719588741142,0.2068692578458154,1.289479368422841,0.6551448378976218,,0.5530932646814413,0.08944601631567,-0.0107042199692037,Moderate,1,1
30,7,2012,-0.3182549792076171,1.1460525390732683,-0.1760151520364588,-0.3816569059723695,0.5277631571840201,1.1173904679494673,1.8199246913485,-0.0102243443177153,1.4585039947970655,0.4935339464916943,,0.2556232234691231,0.0825106307393809,-0.2768429272554886,Moderate,1,1
31,7,2012,0.7865444486131111,0.132375881727463,0.5368462137112,-0.3816569059723695,0.6534607367932169,1.3923042598615154,2.023845746380875,0.4963273940638567,1.7261263198895884,1.1669126606830578,,0.6737114416501014,0.2777677389160105,0.8144280266146434,Severe,2,2
1,8,2012,1.062744305568293,-1.1516145509105566,-0.5324458349102886,-0.3816569059723695,0.0668720319502972,-0.7989203756727528,-0.824742187318796,-0.6615051508083082,-0.8444565395517468,-0.8262883333233773,,-0.5104837097474964,0.0622569264489298,1.0419767759648386,Low,0,0
2,8,2012,0.7865444486131111,-0.4758301126800197,-1.2453072006579475,-0.181564935850933,0.0110064410128765,-0.7180633780515621,-0.828946745154515,-0.7338696848628184,-0.7881149974270052,-0.8397559076072045,,0.2471299503605973,0.0393337007810926,0.7877119018896573,Low,0,0
3,8,2012,0.7865444486131111,0.0647974379044093,-0.5324458349102886,-0.2315879283812922,-0.0867583431276102,-0.7261490778136809,-0.828946745154515,-0.7338696848628184,-0.7881149974270052,-0.8397559076072045,,0.6263134981734899,0.472312631261669,0.8114595683118675,Low,0,0
4,8,2012,0.510344591657929,0.4702681008427313,-0.8888765177841181,-0.3816569059723695,0.4998303617153092,-0.5240065837607043,-0.6229234112042805,-0.1790749237782394,-0.5979622927560023,-0.4222611048085594,,0.7948775717225378,0.1252988828576749,0.5453208610255778,Moderate,1,1
5,8,2012,0.510344591657929,0.1999543255505167,-0.8888765177841181,-0.3816569059723695,0.6255279413245061,-0.2895212906592512,-0.4147977983361864,0.1103832124398017,-0.3655534314914431,-0.1259744705643593,,0.671862099924858,0.1713574525064244,0.5334470278144743,Moderate,1,1
6,8,2012,-0.0420551222524349,0.8757387637810535,-0.5324458349102886,-0.3816569059723695,0.5975951458557962,-0.1358929951789888,-0.21718358005739,0.1103832124398017,-0.1754007268204403,-0.0317014505775684,,0.5480246984715147,0.0897211631402775,-0.0047673033636503,Moderate,1,1
7,8,2012,-0.0420551222524349,0.4702681008427313,0.1804155308373701,-0.3816569059723695,0.6045783447229734,0.0662494988739879,-0.017467082860734,0.182747746494312,0.0358800561473402,0.1299094408283583,,0.5632303971012946,0.0884212530386872,-0.0225780531803088,Moderate,1,1
8,8,2012,-0.0420551222524349,-0.1379378935647512,0.8932768965850295,-0.2315879283812922,-0.0518423487917221,-0.273349891135013,-0.0511035455464866,-0.6132621281053013,-0.182443419586033,-0.5973395704983139,,0.5860389450459645,0.1008005380484885,-0.0492941779052949,Low,0,0
9,8,2012,0.7865444486131111,-0.2055163373878049,0.5368462137112,-0.3816569059723695,0.6674271345275723,0.0096496005391544,0.1591243462394667,0.5204489054153604,0.085178905506489,0.3857933522210764,,0.4367217242670438,-0.0289234648494717,0.7995857351007625,Moderate,1,1
10,8,2012,0.7865444486131111,-0.4758301126800197,-0.5324458349102886,-0.3816569059723695,0.7721751175352365,0.3169061914996792,0.3693522380254204,0.6410564621728775,0.3668866161301972,0.61474211504614,,0.2471299503605973,0.0393337007810926,0.7877119018896573,Moderate,1,1
11,8,2012,0.7865444486131111,0.0647974379044093,-0.8888765177841181,-0.3816569059723695,0.7721751175352365,0.5675628841253704,0.5795801298113741,0.568691928118367,0.6204235556915346,0.6820799864652762,,0.6263134981734899,0.472312631261669,0.8114595683118675,Moderate,1,1
12,8,2012,0.7865444486131111,-0.7461438879722345,-0.8888765177841181,-0.2315879283812922,0.2414520036297374,0.0743351986361069,0.5396368303720427,-0.5408975940507911,0.2823743029430849,-0.3818583819570775,,0.0575381764541508,0.0581343140501895,0.7758380686785522,Moderate,1,1
13,8,2012,0.7865444486131111,0.0647974379044093,-0.1760151520364588,-0.3816569059723695,0.6394943390588614,0.3492489905481554,0.7498647221579963,0.2792337919003258,0.5429539352700148,0.426196075072558,,0.6263134981734899,0.472312631261669,0.8114595683118675,Moderate,1,1
14,8,2012,0.2341447347027467,0.2675327693735704,-0.5324458349102886,-0.3816569059723695,0.6394943390588614,0.5675628841253704,0.951683498272512,0.2309907691973189,0.7401493327066104,0.4800663722078671,,0.6367246071452313,0.1187053773183132,0.2524660290143135,Moderate,1,1
15,8,2012,1.062744305568293,-0.4758301126800197,-0.8888765177841181,-0.2315879283812922,0.3182671911686918,0.0743351986361069,0.905433362079602,-0.2514394578327498,0.37392930889579,-0.0990393219967047,,0.1299364802905361,0.0211104184830482,1.0716613589926007,Moderate,1,1
16,8,2012,1.062744305568293,-0.0703594497416976,0.8932768965850295,-0.2315879283812922,0.1646368160907842,-0.2410070920865368,0.8612855048045519,-0.4685330599962808,0.0640508272097111,-0.3818583819570775,,0.5141885943133556,-0.3829710585605476,1.0894721088092592,Moderate,1,1
17,8,2012,1.3389441625234753,-0.6785654441491809,0.8932768965850295,-0.3816569059723695,0.8001079130039463,0.1066779976845832,1.0778202333440845,1.1958512232574563,0.4373135437861242,1.0187693435609575,,-0.2293152733725101,0.0292810212838927,1.3467054411872164,Severe,2,2
18,8,2012,1.062744305568293,-0.5434085565030735,0.8932768965850295,-0.3816569059723695,0.8070911118711245,0.4301059881693461,1.292252682965757,1.1958512232574563,0.7612774110033886,1.220782957818367,,0.0658944612867327,0.0298303616502291,1.0686929006898247,Severe,2,2
19,8,2012,0.7865444486131111,-0.0027810059186439,1.2497075794588592,-0.3816569059723695,0.8070911118711245,0.6888483805571565,1.5024805747517105,1.1958512232574563,1.0288997360959111,1.3689262749404667,,0.5789155546968786,-8.788024244392544,0.8084911100090917,Severe,2,2
20,8,2012,0.7865444486131111,0.4026896570196777,1.2497075794588592,-0.3816569059723695,0.7302759243321703,0.9071622741343714,1.7064016297840852,0.9787576210939256,1.268351290126063,1.3150559778051578,,0.8633032155565479,0.1525496175996064,0.8263018598257484,Severe,2,2
21,8,2012,1.062744305568293,-0.2730947812108587,1.2497075794588592,-0.3816569059723695,0.7512255209337029,1.2063331653327771,1.9271409161593365,1.0752436664999392,1.5571016935153632,1.5305371663463938,,0.3220625373019458,-0.030942847144258,1.08056673390093,Severe,2,2
22,8,2012,1.062744305568293,-0.4758301126800197,0.8932768965850295,-0.3816569059723695,0.7861415152695909,1.5216754560554206,2.141573365781009,1.2440942459604634,1.8599374824358497,1.7998886520229391,,0.1299364802905361,0.0211104184830482,1.0716613589926007,Severe,2,2
23,8,2012,1.062744305568293,-0.6109870003261272,0.1804155308373701,-0.3816569059723695,0.8140743107383017,1.8531891463023027,2.356005815402682,1.364701802717981,2.1698159641219283,2.0557725634156574,,0.0018524422829295,0.0366213597198908,1.0657244423870489,Severe,2,2
24,8,2012,0.510344591657929,0.132375881727463,-0.5324458349102886,-0.3816569059723695,0.7721751175352365,2.0876744394037554,2.5620291493529166,1.0270006437969323,2.40926751815208,1.867226523442076,,0.6411082319754381,0.2122634615799725,0.5304785695116968,Severe,2,2
25,8,2012,0.7865444486131111,-0.1379378935647512,-0.1760151520364588,-0.3816569059723695,0.7721751175352365,2.362588231315804,2.7722570411388703,0.8340285529849049,2.6768898432446027,1.7864210777391123,,0.4841196677436554,-0.0877883894431694,0.8025541934035383,Severe,2,2
26,8,2012,-0.3182549792076171,1.0784740952502143,0.8932768965850295,-0.3816569059723695,0.55569595265273,2.5000451272718283,2.967768980499806,-0.0102243443177153,2.845914469618828,0.8975611750065124,,0.2748015821012782,0.081964339514424,-0.279811385558266,Severe,2,2
27,8,2012,0.2341447347027467,1.3487878705424292,1.962568945206518,-0.3816569059723695,0.492847162848132,2.613244923941495,3.169587756614322,-0.0825888783722256,3.0008537104618664,0.8302233035873761,,0.8624812859008839,0.0966788006641348,0.2999613618587322,Moderate,1,1
28,8,2012,0.510344591657929,0.132375881727463,0.1804155308373701,-0.3816569059723695,0.8070911118711245,2.8719873163293057,3.384020206235995,0.616934950821374,3.254390650023204,1.7325507806038023,,0.6411082319754381,0.2122634615799725,0.5304785695116968,Severe,2,2
29,8,2012,0.7865444486131111,-0.9488792194413956,0.8932768965850295,-0.3816569059723695,0.855973503941367,3.1954153068140685,3.5942480980219487,1.8712535410995528,3.571311824474876,3.1197109318380107,,-0.084655653975684,0.0652052070682343,0.7669326937702247,Severe,2,2
30,8,2012,0.7865444486131111,0.5378465446657852,0.5368462137112,0.0185270342705026,-0.3591030989475364,0.8505623757995379,2.7533365308781343,-0.7338696848628184,1.4585039947970655,-0.3818583819570775,,0.9580991025097711,0.137140148688901,0.8322387764313018,Moderate,1,1
31,8,2012,-1.1468545500731635,1.213630982896322,1.962568945206518,8.022205839127963,-1.7697092701174135,-0.4835780849501089,-0.8562763710866891,-0.9992063097293564,-0.5909195999904095,-0.9070937790263408,,-0.6602803894922217,0.061561595298162,-1.1257228402615391,Low,0,0
1,9,2012,-1.975454120938709,0.9433172076041072,0.5368462137112,3.219998556213488,-2.2236171964839584,-1.08191986734692,-0.8815037181010035,-1.09569235513537,-1.048694629753935,-0.9340289275939956,,-1.0808343966401908,0.0254835764401851,-1.9894450447814744,Low,0,0
2,9,2012,-2.804053691804256,1.619101645834644,-0.1760151520364588,4.670665339593902,-3.306013020896488,-1.1304340659196346,-0.8920151126903011,-1.143935377838377,-1.097993479113084,-0.9474965018778226,,-3.467581128411879,0.0368578134060062,-2.8116088330625457,Low,0,0
3,9,2012,-1.975454120938709,1.0784740952502143,-0.1760151520364588,1.519216810181277,-2.461045957967997,-1.0900055671090392,-0.8815037181010035,-1.1198138664868738,-1.055737322519528,-0.9474965018778226,,-1.3189200202307998,0.033722922270555,-1.9835081281759224,Low,0,0
4,9,2012,-0.8706546931179814,0.7405818761349462,0.5368462137112,-0.3316339134420104,-0.6593806502361734,-1.0334056687742057,-0.7091168468365215,-0.8062342189173289,-0.9712250093324152,-0.8801586304586864,,0.0058935964232763,0.0543201777742272,-0.862552591278037,Low,0,0
5,9,2012,-0.8706546931179814,0.8757387637810535,0.1804155308373701,-0.3816569059723695,0.2065360092938494,-0.9121201723424196,-0.53462769665418,-0.4685330599962808,-0.816285768489376,-0.7185477390527591,,-0.0990394229498001,0.0600164606836683,-0.8566156746724836,Low,0,0
6,9,2012,-0.8706546931179814,0.8081603199579999,1.2497075794588592,-0.3316339134420104,-0.1426239340650309,-0.8959487728181815,-0.362240825389698,-0.6373836394568048,-0.7810723046614125,-0.8262883333233773,,-0.0465729132632619,0.0574064810918167,-0.8595841329752595,Low,0,0
7,9,2012,-0.3182549792076171,0.6054249884888389,0.5368462137112,-0.2315879283812922,-0.5755822638300429,-0.9282915718666578,-0.4063886826647482,-0.7821127075658255,-0.816285768489376,-0.8666910561748591,,0.4090500925263629,0.0747255416428896,-0.3005905936776988,Low,0,0
8,9,2012,-0.5944548361627993,0.7405818761349462,0.5368462137112,0.0685500268008617,-1.1063053777355407,-0.9768057704393722,-0.8625832078402677,-0.8785987529718392,-0.9641823165668229,-0.8936262047425135,,0.1882934858426646,0.0660287906213748,-0.5786031341750837,Low,0,0
